ID	Sentence
401	Architecturally, the school has a Catholic character.
402	MARCIUS: Thy friend no less Than those she placeth highest!
403	Great little place.
404	COMINIUS: But how prevail'd you?
405	I arrived at 8:50.
406	Citizens: He shall, sure on't.
407	'Rocky' would definitely describe the experiences.\n\nOn the first trip, I went to try their (at that time)raved about Reuben.
408	He is not a caring doctor.
409	VIRGILIA: Beseech you, give me leave to retire myself.
410	CORIOLANUS: Are these your herd?
411	Just call me and tell me they're waiting for the permit, but they'll work towards asking Dormont what the hold up is.
412	The manager started yelling at the cashiers for \""serving off their orders\"" when they didn't have their food.
413	CORIOLANUS: Have I had children's voices?
414	Their wings are simply fantastic!!
415	BRUTUS: AEdiles, seize him!
416	So there are resentful tire slashers?
417	How shall this bisson multitude digest The senate's courtesy?
418	The family sold both figures to Kevin A. Kriess, the president of TimeandSpaceToys.com and a lifelong fan of the Rankin-Bass films."
419	The Fettuccine Carbanara was very good; a thick cream sauce with bacon and ricotta.
420	MENENIUS: Now, the gods crown thee!
421	\n\nI have ordered from here in the past and always been disappointed.
422	You two are old men: tell me one thing that I shall ask you.
423	MENENIUS: There was a time when all the body's members Rebell'd against the belly, thus accused it: That only like a gulf it did remain I' the midst o' the body, idle and unactive, Still cupboarding the viand, never bearing Like labour with the rest, where the other instruments Did see and hear, devise, instruct, walk, feel, And, mutually participate, did minister Unto the appetite and affection common Of the whole body.
424	He told me he would bug the guy about it and we finally got it.
425	The Dome yearbook is published annually.
426	So I hung up not knowing what was going on.
427	I am not sure that I could find it again on my own...it really is a hidden gem.
428	The whole wings are good size and crispy, but for $1 a wing the sauce could be better.
429	I've stayed at a couple of Extended Stay sites that I found quite satisfactory and this location proved to be just as good.
430	This place will give you the best fish sandwich in Pittsburgh.
431	And the service was pretty absent to make it even worse... seemed she knew it was terrible and didn't want to deal with it.
432	This is true, on mine honour; and so, I pray, go with us.
433	I had 3 employees surrounding me, pressuring me for this bone graft.
434	CORIOLANUS: I had rather have one scratch my head i' the sun When the alarum were struck than idly sit To hear my nothings monster'd.
435	Food was NOT GOOD at all!
436	There is the man of my soul's hate, Aufidius, Piercing our Romans: then, valiant Titus, take Convenient numbers to make good the city; Whilst I, with those that have the spirit, will haste To help Cominius.
437	All will be naught else.
438	She took extra time with the older ladies in our group to help them with their selections... \n\nNow... the other waitress.. Mary something was so incompetent...  She was awful and rude.
439	I wish Al would have told us that.\n\nSo our June 24th date came and went.
440	A pound of fish on a fish-shaped bun (as opposed to da burgh's seemingly popular hamburger bun).
441	This paltering Becomes not Rome, nor has Coriolanus Deserved this so dishonour'd rub, laid falsely I' the plain way of his merit.
442	I love the food and the service.
443	Citizens: Yield, Marcius, yield!
444	BRUTUS: Not unlike, Each way, to better yours.
445	In and out in 60 minutes.
446	Her arm was broken or smth but she still dis a great job!\nStrawberry lemonade was just smth i have been craving for for so long but did not know what it was :) \nStrawberry milkshake, nachos and t bone steak is smth we never stop ordering!\nIts always nice when u go late at night like us, it is not crowded, not noisy, nice music playing and always nice people around.
447	\n\nA big red flag to me was the extra charge ($3) to hit off the grass.
448	Then when it was time to sing and cut the cake, my sister in law said 'oh hey can you get the cake so we can sing?'
449	Citizens: Down with him!
450	First Citizen: He's one honest enough: would all the rest were so!
451	I seriously CRAVE a true, good NY Reuben, but since I can't afford to travel right now, what I find in da burgh will have to do.
452	SICINIUS: To the Capitol, come: We will be there before the stream o' the people; And this shall seem, as partly 'tis, their own, Which we have goaded onward.
453	The biggest breakfast in Pittsburgh, as far as I can tell - and delicious and cheap too.
454	I would definitely stay at this location again and highly recommend it.
455	The service is terrible, the staff seem to be generally clueless, the management is inclined to blame the staff for their own mistakes, and there's no sense of FAST in their fast food.
456	and now again Of him that did not ask, but mock, bestow Your sued-for tongues?
457	You know the cause, air, of my standing here.
458	Both were on the verge of inedible.
459	and go along with us.
460	Thus it is: the Volsces have an army forth; against whom Cominius the general is gone, with one part of our Roman power: your lord and Titus Lartius are set down before their city Corioli; they nothing doubt prevailing and to make it brief wars.
461	MENENIUS: The augurer tells me we shall have news to-night.
462	I'm assuming this was the bone graft.
463	As at most other universities, Notre Dame's students run a number of news media outlets.
464	The food was fantastic was very food and just the right price.
465	Jackson's flashy glove was the big-ticket item of the night, fetching $420,000 from a buyer in Hong Kong, China.
466	BRUTUS: The people are incensed against him.
467	We were mad!
468	We need more Irish pubs and local old time watering holes.
469	The inspector looked at me like I was crazy for waiting on my food despite the obvious poor conditions.
470	VALERIA: My ladies both, good day to you.
471	when drums and trumpets shall I' the field prove flatterers, let courts and cities be Made all of false-faced soothing!
472	The only thing I would say is to increase some of the cardio equipment.
473	When steel grows soft as the parasite's silk, Let him be made a coverture for the wars!
474	First Citizen: And to make us no better thought of, a little help will serve; for once we stood up about the corn, he himself stuck not to call us the many-headed multitude.
475	Fourth Citizen: You have received many wounds for your country.
476	First Citizen: You are all resolved rather to die than to famish?
477	SICINIUS: There, Coriolanus.
478	Yards were indeed marked and there are some targets to aim for, and even some hazards to aim away from.
479	With a single glass of wine, I felt downright robbed at the $50 price tag.
480	On the outside, there are about a dozen people waiting to get in.
481	She wanted him to take charge of her cattle and horse and ranges, and save them if that were possible.
482	Most unprofessional gym ever!!!
483	All: Come, come.
484	SICINIUS: It is a mind That shall remain a poison where it is, Not poison any further.
485	Just to start off, we were a party of 12, which is always a little difficult.
486	SICINIUS: One thus descended, That hath beside well in his person wrought To be set high in place, we did commend To your remembrances: but you have found, Scaling his present bearing with his past, That he's your fixed enemy, and revoke Your sudden approbation.
487	First Citizen: We have ever your good word.
488	Messenger: They lie in view; but have not spoke as yet.
489	Scholars have traditionally divided the history of the library into five periods, Pre-Lateran, Lateran, Avignon, Pre-Vatican and Vatican.
490	CORIOLANUS: I will go wash; And when my face is fair, you shall perceive Whether I blush or no: howbeit, I thank you.
491	COMINIUS: They are worn, lord consul, so, That we shall hardly in our ages see Their banners wave again.
492	MARCIUS: Yonder comes news.
493	VOLUMNIA: I know not where to turn: O, welcome home: And welcome, general: and ye're welcome all.
494	We shall be shorten'd in our aim, which was To take in many towns ere almost Rome Should know we were afoot.
495	Nay, more, Some parcels of their power are forth already, And only hitherward.
496	Normally, I may have asked for a manager, but at this point I was ready to just get out of there (plus, we had to be somewhere else that night).\n\nMy opinion... for the money, there are many other restaurants I would rather eat at.
497	Then they left everything unfinished in my eyes, leaving the site dirty.
498	This place has none of them.
499	VALERIA: In troth, I think she would.
500	THEY ARE BUTCHERS!
501	SICINIUS: Be-mock the modest moon.
502	COMINIUS: March on, my fellows: Make good this ostentation, and you shall Divide in all with us.
503	Seventh Citizen: Therefore let him be consul: the gods give him joy, and make him good friend to the people!
504	They'll sit by the fire, and presume to know What's done i' the Capitol; who's like to rise, Who thrives and who declines; side factions and give out Conjectural marriages; making parties strong And feebling such as stand not in their liking Below their cobbled shoes.
505	Not what the special was at all.
506	Then I was hit with a bill of $569.00!
507	Nah...why bother when there are so many other options around.
508	THE WORST DENTAL EXPERIENCE OF MY LIFE.
509	There's some among you have beheld me fighting: Come, try upon yourselves what you have seen me.
510	Few as the words were, Jane knew how infinitely much they implied.
511	Been going to Dr. Goldberg for over 10 years.
512	SICINIUS: Pass no further.
513	Someone should buy this place and turn it into what it should be.
514	I took my car to a local mechanic to see if i could get the hole patched, but they said the reason I had a flat was because the previous patch had blown - WAIT, WHAT?
515	First Citizen: Once, if he do require our voices, we ought not to deny him.
516	We ate about a quarter of the food & couldn't even finish it.
517	VOLUMNIA: Away, you fool!
518	We felt confident in going with them, and booked it.\n\nHere's where things fell apart.
519	AUFIDIUS: And keep your honours safe!
520	Who has time for that or wants to deal with it?
521	I don't think I ask much out of a driving range.
522	for dipping.
523	The chapel bell tinkled out its summons, and the garrison trooped faithfully to Mass.
524	SICINIUS: Therefore lay hold of him; Bear him to the rock Tarpeian, and from thence Into destruction cast him.
525	Valentina, little recking now whether the castle held or fell, and still less such trifles as Gonzaga's attendance at Mass, had assented without heeding the import of what he said.
526	LARTIUS: O,'tis Marcius!
527	I left a message with multiple people regarding my bill, and no one ever called me back.
528	Second Citizen: What he cannot help in his nature, you account a vice in him.
529	MENENIUS:  BRUTUS: Sir, those cold ways, That seem like prudent helps, are very poisonous Where the disease is violent.
530	We are very great full that we discovered her.
531	\n\nI really really want this place to do better.
532	Not worth it at all with all the other good Italian options around.
533	Likewise, in 2003, when other students believed that the paper showed a liberal bias, the conservative paper Irish Rover went into production.
534	I never imagined how confusing a question that could possibly be.
535	For this last, Before and in Corioli, let me say, I cannot speak him home: he stopp'd the fliers; And by his rare example made the coward Turn terror into sport: as weeds before A vessel under sail, so men obey'd And fell below his stem: his sword, death's stamp, Where it did mark, it took; from face to foot He was a thing of blood, whose every motion Was timed with dying cries: alone he enter'd The mortal gate of the city, which he painted With shunless destiny; aidless came off, And with a sudden reinforcement struck Corioli like a planet: now all's his: When, by and by, the din of war gan pierce His ready sense; then straight his doubled spirit Re-quicken'd what in flesh was fatigate, And to the battle came he; where he did Run reeking o'er the lives of men, as if 'Twere a perpetual spoil: and till we call'd Both field and city ours, he never stood To ease his breast with panting.
536	The bar can get quite noisy in the evenings, but it adds to the great atmosphere at Rocky's
537	I drove by yesterday to get a sneak peak.
538	MARCIUS: Come I too late?
539	Your voices: for your voices I have fought; Watch'd for your voices; for Your voices bear Of wounds two dozen odd; battles thrice six I have seen and heard of; for your voices have Done many things, some less, some more your voices: Indeed I would be consul.
540	The entire office has an attitude like they are doing you a favor.
541	CORIOLANUS: I will not seal your knowledge with showing them.
542	Worn and thread bare.
543	CORIOLANUS: What must I say?
544	I will most likely not return.
545	First Soldier: He's the devil.
546	I also like the mixed grill.
547	Plus, 1 of the new tires went flat within 3 weeks.
548	VIRGILIA: Give me excuse, good madam; I will obey you in every thing hereafter.
549	Citizens: You so remain.
550	MENENIUS: Ay, to devour him; as the hungry plebeians would the noble Marcius.
551	Presently came Monna Valentina, followed by her ladies, her pages, and lastly, Peppe, wearing under his thin mask of piety an air of eager anxiety and unrest.
552	First Citizen: Before we proceed any further, hear me speak.
553	She kept up and was very friendly.
554	BRUTUS: Being moved, he will not spare to gird the gods.
555	I watched 2 employees walk by me (unlocked the door and re-locked it).
556	MENENIUS: You have stood your limitation; and the tribunes Endue you with the people's voice: remains That, in the official marks invested, you Anon do meet the senate.
557	There are much better Italian restaurants in Pittsburgh.
558	Messenger: Where's Caius Marcius?
559	At the end of the main drive (and in a direct line that connects through 3 statues and the Gold Dome), is a simple, modern stone statue of Mary.
560	CORIOLANUS: You should account me the more virtuous that I have not been common in my love.
561	\n\nThe bar was jumping thou never go to the bar.
562	Tell Valeria, We are fit to bid her welcome.
563	SICINIUS: Nature teaches beasts to know their friends.
564	You are a pair of strange ones.
565	Order the white pizza on our visit this  weekend... it has garlic, spinach, feta cheese and we usually add some veggie on top.
566	Not too skimpy on the meat.
567	Emmert dental only cares about the money, will over charge you and leave you less than happy with the dental work.
568	'I Pray, sir'--Plague upon't!
569	The worst dental office I ever been.
570	He then turned to a waitress who had approached the service area of the bar and asked her if  we could have a server take our drink order.
571	I was going to Dr. Johnson before he left and Goldberg took over when Johnson left.
572	All the kitchen did was scrape their \""mistake\"" off of our fish!
573	First Citizen: The former agents, if they did complain, What could the belly answer?
574	He doesn't judge and asks all the right questions.
575	\n\nWe also ordered steak and Italian hoagies.
576	LARTIUS: So, let the ports be guarded: keep your duties, As I have set them down.
577	AUFIDIUS: Nor did you think it folly To keep your great pretences veil'd till when They needs must show themselves; which in the hatching, It seem'd, appear'd to Rome.
578	I had such a low expectation I was pleasantly surprised.
579	First Senator: So, your opinion is, Aufidius, That they of Rome are entered in our counsels And know how we proceed.
580	In the short time that he was there, a man who was behind the bar looked at him and then turn away without saying a word or notifying anyone else.
581	The Rankin-Bass animated film production company used Japanese puppets and stop motion to tell the tale, bolstered by a soundtrack featuring Burl Ives' rendition of the theme song.
582	LARTIUS: On safe-guard he came to me; and did curse Against the Volsces, for they had so vilely Yielded the town: he is retired to Antium.
583	MENENIUS: You know neither me, yourselves nor any thing.
584	MENENIUS: I am known to be a humorous patrician, and one that loves a cup of hot wine with not a drop of allaying Tiber in't; said to be something imperfect in favouring the first complaint; hasty and tinder-like upon too trivial motion; one that converses more with the buttock of the night than with the forehead of the morning: what I think I utter, and spend my malice in my breath.
585	\n\nIt's a fairly big range - if you are familiar with Scally's in Moon, it seems like it has almost as many tees, though its not nearly as nice a facility.
586	MARCIUS:  COMINIUS: The shepherd knows not thunder from a tabour More than I know the sound of Marcius' tongue From every meaner man.
587	Man has this place gone down hill.
588	Quite good!!!
589	A curse begin at very root on's heart, That is not glad to see thee!
590	It is sublime and makes you want to go to a special cozy corner just to eat it and revel in its velvety loveliness.
591	Therefore, beseech you,-- You that will be less fearful than discreet, That love the fundamental part of state More than you doubt the change on't, that prefer A noble life before a long, and wish To jump a body with a dangerous physic That's sure of death without it, at once pluck out The multitudinous tongue; let them not lick The sweet which is their poison: your dishonour Mangles true judgment and bereaves the state Of that integrity which should become't, Not having the power to do the good it would, For the in which doth control't.
592	Awesome drink specials during happy hour.
593	MENENIUS: O me, the gods!
594	I will be making my friend take me back until I can memorize where the heck it is.\n\nAddendum: 2nd visit for the fish sandwich.
595	COMINIUS: Marcius, We have at disadvantage fought and did Retire to win our purpose.
596	CORIOLANUS: Tullus Aufidius then had made new head?
597	So, now the gates are ope: now prove good seconds: 'Tis for the followers fortune widens them, Not for the fliers: mark me, and do the like.
598	MARCIUS: I'll buy him of you.
599	First Soldier: Following the fliers at the very heels, With them he enters; who, upon the sudden, Clapp'd to their gates: he is himself alone, To answer all the city.
600	It's your typical low-end Chinese place.
601	SICINIUS: Let them assemble, And on a safer judgment all revoke Your ignorant election; enforce his pride, And his old hate unto you; besides, forget not With what contempt he wore the humble weed, How in his suit he scorn'd you; but your loves, Thinking upon his services, took from you The apprehension of his present portance, Which most gibingly, ungravely, he did fashion After the inveterate hate he bears you.
602	VIRGILIA: Heavens bless my lord from fell Aufidius!
603	CORIOLANUS: Now, as I live, I will.
604	Didn't happen here.\n\nMy main point is, contractors have a reputation for not being the most trustworthy.
605	Meaning, for example-  I took in a pair of khakis all the way down to the cuff, but he seamed them up to look EXACTLY the way they were when I first bought them.
606	By far the worst most unprofessional dentist I have ever experienced her staff is too busy watching soap operas on all the TVs in each room instead of cleaning and she gave me a filling which was too deep which could have been understandable as her son had his pictures delivered from Hawaii and she had to stop 3 times to pay for them and show her whole staff all of them must be nice to have a 14 year old go to Hawaii on her moms dime and have her patience wait to see all of this happen I had to have oral surgery and have the tooth removed because she put the filling in too deep an abscessed tooth was the result I wouldn't recommend her to an ex girlfriend or someone I hate because of the three months of extreme tooth pain I had to deal with because of her lack of care and follow through even after I called and asked them for advice and follow up they simply could care less and did not even offer to reschedule an appointment other than prescribing me vicodin and antibiotics do not recommend and do not go to her license should be pulled!
607	They actually then gave us flack for not having enough to put it on a debit card.
608	First Senator: Sit, Coriolanus; never shame to hear What you have nobly done.
609	We ordered our dinner immediately, with a salad and a glass of wine.
610	The other magazine, The Juggler, is released twice a year and focuses on student literature and artwork.
611	I then had to go back to the manager to give us our bill so we could get away from this ruined evening.
612	'Stay, hold, peace!'
613	it more becomes a man Than gilt his trophy: the breasts of Hecuba, When she did suckle Hector, look'd not lovelier Than Hector's forehead when it spit forth blood At Grecian sword, contemning.
614	VOLUMNIA: O, he is wounded; I thank the gods for't.
615	I waited.
616	The Dome yearbook is published annually.
617	My valour's poison'd With only suffering stain by him; for him Shall fly out of itself: nor sleep nor sanctuary, Being naked, sick, nor fane nor Capitol, The prayers of priests nor times of sacrifice, Embarquements all of fury, shall lift up Their rotten privilege and custom 'gainst My hate to Marcius: where I find him, were it At home, upon my brother's guard, even there, Against the hospitable canon, would I Wash my fierce hand in's heart.
618	I have called numerous times and I am always told that the manager and or billing department is not in.
619	CORIOLANUS: The gods begin to mock me.
620	I sat at a vacant stool behind the formica counter and ordered the mixed grill.
621	If I do send, dispatch Those centuries to our aid: the rest will serve For a short holding: if we lose the field, We cannot keep the town.
622	Place was not busy waited over 20 minutes for drinks and to have our order taken.
623	BRUTUS: Ay, spare us not.
624	MENENIUS: And so are like to do.
625	Weeks went by with no word from them on the process.
626	Will you hence, Before the tag return?
627	know you on which side They have placed their men of trust?
628	The only reason why I came here as much as I did is because I like the $1 iced coffees.
629	BRUTUS: He's a lamb indeed, that baes like a bear.
630	First Soldier: 'Twill be deliver'd back on good condition.
631	Second Citizen: An 'twere to give again,--but 'tis no matter.
632	Unassuming, looks like it is closed all the time, until you do a drive by and see the hours posted.
633	VALERIA: Come, lay aside your stitchery; I must have you play the idle husewife with me this afternoon.
634	Fish sandwiches PILED with breaded fish that looked amazing.
635	After watching two people who ordered after me be handed their food, I asked where mine was.
636	It was so noticeable that it made me wonder if the dough was bad or if they for some weird reason put fish sauce in it.
637	Citizens: True, The people are the city.
638	Yay, I'm a fan but sometimes service is a little slow, it was very good for us this visit.
639	Neither paper is published as often as The Observer; however, all three are distributed to all students.
640	My wife, for example, ordered the Irish stew and he came back 5 min later telling us they were out of that and even more things for several people in our party.
641	It is just a five minute drive to downtown.
642	I mean come on, for a restaurant of this calibre and price is it too much to ask for a glass of water?
643	Formally established in 1475, although it is much older, it is one of the oldest libraries in the world and contains one of the most significant collections of historical texts.
644	I will, sir, flatter my sworn brother, the people, to earn a dearer estimation of them; 'tis a condition they account gentle: and since the wisdom of their choice is rather to have my hat than my heart, I will practise the insinuating nod and be off to them most counterfeitly; that is, sir, I will counterfeit the bewitchment of some popular man and give it bountiful to the desirers.
645	What ever have been thought on in this state, That could be brought to bodily act ere Rome Had circumvention?
646	No one should have to go thru what I am currently going thru.
647	Immediately in front of the Main Building and facing it, is a copper statue of Christ with arms upraised with the legend "Venite Ad Me Omnes".
648	At first I thought we were lost, driving around a handful of very rather dismal looking blocks in what looked like a neighborhood that had been blighted by the building of a highway.
649	At the end of the main drive (and in a direct line that connects through 3 statues and the Gold Dome), is a simple, modern stone statue of Mary.
650	Not too rich at all.
651	I would give the food 3/5.\n\nThe service was subpar for sure.
652	First Citizen: Care for us!
653	You, Titus Lartius, Must to Corioli back: send us to Rome The best, with whom we may articulate, For their own good and ours.
654	The hot and extra hot are about the same flavor/heat.
655	MENENIUS: Having determined of the Volsces and To send for Titus Lartius, it remains, As the main point of this our after-meeting, To gratify his noble service that Hath thus stood for his country: therefore, please you, Most reverend and grave elders, to desire The present consul, and last general In our well-found successes, to report A little of that worthy work perform'd By Caius Marcius Coriolanus, whom We met here both to thank and to remember With honours like himself.
656	And THAT is exactly what I love.\n\nOh...but good food counts too.
657	Tuesday comes and they have to wait for approval from Dormont on holes they're digging.
658	We received very good service and meal came within a few minutes.Waitress could have smiled more but was friendly.
659	And yep, there it was.
660	why, You grave but reckless senators, have you thus Given Hydra here to choose an officer, That with his peremptory 'shall,' being but The horn and noise o' the monster's, wants not spirit To say he'll turn your current in a ditch, And make your channel his?
661	But my recent experience there has changed my mind a bit.
662	I like to stretch out before my class actually starts, so I went to the tail end of a yoga class.
663	MENENIUS: A letter for me!
664	With every minute you do change a mind, And call him noble that was now your hate, Him vile that was your garland.
665	Jane had asked him.
666	She was bright, friendly and very knowledgeable about the menu.
667	CORIOLANUS: Spoke he of me?
668	Messenger: Within this mile and half.
669	It also had a leaky roof in several places which had buckets collecting the water.
670	Thou wast a soldier Even to Cato's wish, not fierce and terrible Only in strokes; but, with thy grim looks and The thunder-like percussion of thy sounds, Thou madst thine enemies shake, as if the world Were feverous and did tremble.
671	The vending machines are sold out (of course) and they sell drinks inside, but close the drawers at 8 on the dot.
672	Our guider, come; to the Roman camp conduct us.
673	He wrote me two sentences that  said \""there will be acres there tomorrow morning to finish and most will be done tomorrow.\"" Well, that didn't happen.\n\nThen two other dudes show up two days later and did work for about three hours and left.
674	Must these have voices, that can yield them now And straight disclaim their tongues?
675	Next to the Main Building is the Basilica of the Sacred Heart.
676	In 1987, when some students believed that The Observer began to show a conservative bias, a liberal newspaper, Common Sense was published.
677	\n\nThat being said, we left and went back to 131 East, where we had previously eaten.
678	I tried the evening classes but they were very crowded and difficult, so I tried a morning class for seniors.
679	It re-opens on July 14th and I can't wait to take my kids.
680	It will remain a place I avoid unless someone in my party needs to avoid illness from low blood sugar.
681	Third Citizen: Are you all resolved to give your voices?
682	What good condition can a treaty find I' the part that is at mercy?
683	I find that very unlikely.
684	\n\nThe best part about this location was the staff.
685	The bill was prepared incorrectly.
686	It is held That valour is the chiefest virtue, and Most dignifies the haver: if it be, The man I speak of cannot in the world Be singly counterpoised.
687	BRUTUS: 'Tis most like he will.
688	CORIOLANUS: My gracious silence, hail!
689	I say, if he would incline to the people, there was never a worthier man.
690	There were 7 of us altogether and we had eaten at another restaurant earlier in the evening.
691	Some of the worst pizza I've ever had.
692	Excellent.
693	It is april and there are no grass tees yet.
694	MENENIUS: What is about to be?
695	My fiance had what they called a 'mixed grill.\""  It consisted of eggs, peppers, onions and home made sausage.
696	You souls of geese, That bear the shapes of men, how have you run From slaves that apes would beat!
697	tribunes for them!-- The mouse ne'er shunn'd the cat as they did budge From rascals worse than they.
698	All: Slain, sir, doubtless.
699	CORIOLANUS: Ay, but not mine own desire.
700	As at most other universities, Notre Dame's students run a number of news media outlets.
701	Most placed will have bulges and puckers.
702	MENENIUS: I would they were in Tiber!
703	I received an $800.00 bill for the blood work.
704	MARCIUS: He that will give good words to thee will flatter Beneath abhorring.
705	The only thing they have going for them is that the food is hot and tastes just like McDonald's should.
706	I complained to the manager, who said that I was welcome to stretch out in whatever class I wanted to, but the hostility of these yoga students was very evident.
707	I will make much of your voices, and so trouble you no further.
708	Service in this place is poor because of lack of acknowledgment since people working there are \""just\"" working .
709	BRUTUS: It was his word: O, he would miss it rather Than carry it but by the suit of the gentry to him, And the desire of the nobles.
710	Oh, and any Big Burrito/Sousa foodies might as well stop reading now.
711	He is only interested in the co-pay and having you come in for medication refills every month.
712	MENENIUS: I will tell you If you'll bestow a small--of what you have little-- Patience awhile, you'll hear the belly's answer.
713	You must not speak of that: you must desire them To think upon you.
714	Second Soldier: Nor I.
715	VOLUMNIA: Titus Lartius writes, they fought together, but Aufidius got off.
716	\n\nAdvice host that we are in a hurry.
717	MENENIUS: Pray now, sit down.
718	We'll break our walls, Rather than they shall pound us up: our gates, Which yet seem shut, we, have but pinn'd with rushes; They'll open of themselves.
719	First Officer: That's a brave fellow; but he's vengeance proud, and loves not the common people.
720	I had to pay $259.00 for this \""bone graft\"".
721	MENENIUS: I know you can do very little alone; for your helps are many, or else your actions would grow wondrous single: your abilities are too infant-like for doing much alone.
722	My friend ordered one of her faves, the breaded pork chops.\n\nWe hit the salad bar, which was uber-basic.
723	In 1987, when some students believed that The Observer began to show a conservative bias, a liberal newspaper, Common Sense was published.
724	You blame Marcius for being proud?
725	MARCIUS: Within these three hours, Tullus, Alone I fought in your Corioli walls, And made what work I pleased: 'tis not my blood Wherein thou seest me mask'd; for thy revenge Wrench up thy power to the highest.
726	Fourth Citizen: You have deserved nobly of your country, and you have not deserved nobly.
727	We went on a weeknight.
728	My favorite things to eat in life are potato products.\n-My favorite item: hot sausage sandwich on thick Italian toast, with cheese, lettuce, tomato and mayo
729	Took off a star for lumpy booths and really tight tables (your arm gets hit when someone walks past) oh and waitresses aren't very attentive.
730	Great balance of cheeses.
731	Profits from the auction at the Hard Rock Cafe in New York's Times Square crushed pre-sale expectations of only $120,000 in sales.
732	Ingratitude is monstrous, and for the multitude to be ingrateful, were to make a monster of the multitude: of the which we being members, should bring ourselves to be monstrous members.
733	The newspapers have varying publication interests, with The Observer published daily and mainly reporting university and other news, and staffed by students from both Notre Dame and Saint Mary's College.
734	I expect bad days, bad moods, and the occasional mistake.
735	He will require them, As if he did contemn what he requested Should be in them to give.
736	I spoke with someone who told me that Dormont usually takes a week to process the permit, but we were now going on a month.
737	At that point, he asked to see the manager  who came a few minutes later.
738	Plain, with a dark wood bar on one side, plain white walls with no yinzer pics, good sturdy chairs and actual white linens on the tables.
739	Papa J's is expensive and inconsistent.
740	O my sweet lady, pardon.
741	BRUTUS: The present wars devour him: he is grown Too proud to be so valiant.
742	BRUTUS: Fame, at the which he aims, In whom already he's well graced, can not Better be held nor more attain'd than by A place below the first: for what miscarries Shall be the general's fault, though he perform To the utmost of a man, and giddy censure Will then cry out of Marcius 'O if he Had borne the business!'
743	\n\nAfter the second trip back I heard the cook holler 'Tell him I'll fix him up'.
744	mark you His absolute 'shall'?
745	First Officer: If he did not care whether he had their love or no, he waved indifferently 'twixt doing them neither good nor harm: but he seeks their hate with greater devotion than can render it him; and leaves nothing undone that may fully discover him their opposite.
746	Apparently they were now waiting for the permit from Dormont.\n\nA month later, I was frustrated and asked to speak with someone at the company.
747	SICINIUS: I wish no better Than have him hold that purpose and to put it In execution.
748	Yes.\n\nI ordered the mushroom ravioli and it was... oily.
749	MENENIUS: Now it's twenty-seven: every gash was an enemy's grave.
750	MENENIUS: Why, then you should discover a brace of unmeriting, proud, violent, testy magistrates, alias fools, as any in Rome.
751	How now, my as fair as noble ladies,--and the moon, were she earthly, no nobler,--whither do you follow your eyes so fast?
752	Second Officer: Faith, there had been many great men that have flattered the people, who ne'er loved them; and there be many that they have loved, they know not wherefore: so that, if they love they know not why, they hate upon no better a ground: therefore, for Coriolanus neither to care whether they love or hate him manifests the true knowledge he has in their disposition; and out of his noble carelessness lets them plainly see't.
753	I will never order from them again!
754	Come, you shall go with us.
755	Third Citizen: But this is something odd.
756	Cable tv quality is spotty sometimes but not intolerable.
757	LARTIUS: How often he had met you, sword to sword; That of all things upon the earth he hated Your person most, that he would pawn his fortunes To hopeless restitution, so he might Be call'd your vanquisher.
758	Owning a driving range inside the city limits is like a license to print money.
759	I waited over five minutes for a gigantic order that included precisely one kid's meal.
760	VALERIA: O' my word, the father's son: I'll swear,'tis a very pretty boy.
761	CORIOLANUS: Hence, rotten thing!
762	I wish you much mirth.
763	What do you think, You, the great toe of this assembly?
764	Here he comes, and in the gown of humility: mark his behavior.
765	Not something you would eat everyday, but he loved it!
766	Unlike Scholastic and The Dome, The Observer is an independent publication and does not have a faculty advisor or any editorial oversight from the University.
767	They close pretty early on the weekends too (oddly, at 12:45pm)\n-Cash only\n-Huge portions: When ordering fries or homefries, always get the half order, unless you're a lumberjack\n-About those homefries: They're often undercooked.
768	Wonderful reuben.
769	Neither paper is published as often as The Observer; however, all three are distributed to all students.
770	MENENIUS: Hear me one word; Beseech you, tribunes, hear me but a word.
771	Budapest became one city in 1872, and it has been the capital city of Hungary for about eighty years.
772	If she could rule this gun-man, as Venters had called him, if she could even keep him from shedding blood, what strategy to play his flame and his presence against the game of oppression her churchmen were waging against her?
773	The Pre-Lateran period, comprising the initial days of the library, dated from the earliest days of the Church.
774	Photocopies for private study of pages from books published between 1801 and 1990 can be requested in person or by mail.
775	COMINIUS: Flower of warriors, How is it with Titus Lartius?
776	There's nothing better than drinking from a cup that could have come from your grandma's kitchen.\n\nI know that Gab N Eat is nearby, and Barb's can be a little weird get to with the strange traffic pattern but this really is a gem of Carnegie that you've gotta try!
777	VOLUMNIA: I' the shoulder and i' the left arm there will be large cicatrices to show the people, when he shall stand for his place.
778	Alack, You are transported by calamity Thither where more attends you, and you slander The helms o' the state, who care for you like fathers, When you curse them as enemies.
779	Second Citizen: Worthy Menenius Agrippa; one that hath always loved the people.
780	THE DAUGHTER OF WITHERSTEEN "Lassiter, will you be my rider?"
781	it gives me an estate of seven years' health; in which time I will make a lip at the physician: the most sovereign prescription in Galen is but empiricutic, and, to this preservative, of no better report than a horse-drench.
782	It is famous for its modern highways, its movie stars, and its smog.
783	It makes the consuls base: and my soul aches To know, when two authorities are up, Neither supreme, how soon confusion May enter 'twixt the gap of both and take The one by the other.
